,ID,Source,TMC,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
3383731,A-3389853,Bing,,2,2020-11-05 01:33:21,2020-11-05 09:33:21,43.558741,-123.28240500000001,43.562951,-123.280295,0.309,There is a wrong way driver creating a hazard. There is no to minimum delay to traffic. Use caution.,,I-5 N,R,Oakland,Douglas,OR,97462,US,US/Pacific,KRBG,2020-11-05 01:53:00,50.0,50.0,86.0,29.74,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3095761,A-3097943,Bing,,2,2020-11-26 22:19:46,2020-11-27 01:46:27,36.233982,-86.815205,36.234241,-86.815407,0.021,Incident on WHITES CREEK PIKE near BRILEY PKY Expect long delays.,,Briley Pkwy W,R,Nashville,Davidson,TN,37207,US,US/Central,KBNA,2020-11-26 21:53:00,43.0,43.0,86.0,29.48,10.0,S,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3285691,A-3290537,Bing,,2,2020-12-15 02:18:00,2020-12-15 03:33:00,30.98579,-83.385962,30.9979,-83.38967199999999,0.865,Incident on I-75 NB near GA-122 Expect long delays.,,GA-401 N,R,Hahira,Lowndes,GA,31632,US,US/Eastern,KVAD,2020-12-15 01:56:00,47.0,44.0,78.0,29.82,10.0,N,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
670177,A-670205,MapQuest,343.0,3,2020-10-30 07:00:04,2020-10-30 08:13:55,30.657825,-87.936234,,,0.0,Earlier accident on I-10 Eastbound before Exit 35 US 98. All lanes have been re-opened.,,I-10 E,R,Daphne,Baldwin,AL,36527,US,US/Central,KBFM,2020-10-30 06:53:00,53.0,53.0,74.0,30.11,10.0,N,20.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
3568518,A-3575329,Bing,,2,2020-03-11 09:14:00,2020-03-11 10:09:58,35.015852,-118.93625700000001,35.015852,-118.93625700000001,0.0,At 1st St - Accident.,4319.0, Wheeler Ridge Rd,R,Arvin,Kern,CA,93203,US,US/Pacific,KBFL,2020-03-11 09:22:00,58.0,58.0,84.0,29.52,9.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
783692,A-783771,MapQuest,201.0,2,2020-05-23 04:21:42,2020-05-23 05:21:20,38.228458,-121.94243600000001,,,0.0,Accident and fuel spillage on CA-12 Eastbound at Nurse Slough Rd.,,Rio Vista Rd,R,Suisun City,Solano,CA,94585,US,US/Pacific,KSUU,2020-05-23 03:58:00,51.0,51.0,75.0,29.83,10.0,SSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1052378,A-1052475,MapQuest,201.0,2,2019-10-11 07:55:58,2019-10-11 09:14:16,44.892246,-93.420952,,,0.0,Accident on MN-62 Eastbound at CR-61 Shady Oak Rd.,,MN-62 E,R,Hopkins,Hennepin,MN,55343,US,US/Central,KFCM,2019-10-11 07:53:00,35.0,26.0,85.0,28.82,10.0,WSW,15.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1232764,A-1232867,MapQuest,241.0,2,2019-08-22 08:44:11,2019-08-22 09:49:41,37.132690000000004,-121.63440700000001,,,0.0,#2 lane blocked due to accident on US-101 Southbound at Dunne Ave.,,S Valley Fwy S,R,Morgan Hill,Santa Clara,CA,95037,US,US/Pacific,KE16,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3513802,A-3520599,Bing,,2,2020-06-24 17:28:00,2020-06-24 18:32:28,32.699255,-117.139996,32.699255,-117.139996,0.0,At CA-75/Exit 14A - Accident.,,I-5 S,R,San Diego,San Diego,CA,92113,US,US/Pacific,KSAN,2020-06-24 17:51:00,66.0,66.0,75.0,29.82,10.0,SSW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3915706,A-3922570,Bing,,3,2019-01-08 07:50:56,2019-01-08 08:20:17,39.815443,-104.98298999999999,39.80963,-104.98308,0.402,At I-76/Exit 216 - Accident.,,US-87 N,R,Denver,Adams,CO,80221,US,US/Mountain,KBJC,2019-01-08 07:52:00,26.6,15.2,64.0,30.27,30.0,NW,13.8,,Scattered Clouds,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3065183,A-3066936,Bing,,4,2020-12-15 03:30:00,2020-12-15 06:30:00,33.766165,-84.52783199999999,33.765768,-84.52709,0.051,Closed road from Fulton Industrial Blvd SW to I-20 E due to accident.,,Fulton Industrial Blvd SW,R,Atlanta,Fulton,GA,30336,US,US/Eastern,KFTY,2020-12-15 03:53:00,32.0,32.0,96.0,29.22,7.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
3611938,A-3618764,Bing,,1,2020-04-04 07:45:05,2020-04-04 08:30:05,32.20683,-110.87508999999999,32.20683,-110.87508999999999,0.0,At S Craycroft Rd - Accident.,,E 22nd St,R,Tucson,Pima,AZ,85711,US,US/Mountain,KDMA,2020-04-04 07:58:00,54.0,54.0,29.0,27.08,10.0,E,10.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3533457,A-3540258,Bing,,1,2020-06-09 01:25:12,2020-06-09 02:15:10,36.238459999999996,-119.34445,36.238459999999996,-119.34445,0.0,At Cartmill Ave - Accident. Hard shoulder blocked.,,CA-99 S,R,Tulare,Tulare,CA,93274,US,US/Pacific,KVIS,2020-06-09 00:56:00,60.0,60.0,60.0,29.82,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
2997325,A-2998101,Bing,,2,2020-11-28 17:02:00,2020-11-28 19:57:29,30.480808000000003,-84.304191,30.480673,-84.303872,0.021,Incident on N MONROE ST near CALLAWAY RD Drive with caution.,,N Monroe St,R,Tallahassee,Leon,FL,32303,US,US/Eastern,KTLH,2020-11-28 17:06:00,69.0,69.0,78.0,29.95,10.0,N,3.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
2999020,A-2999818,Bing,,2,2020-12-29 01:30:00,2020-12-29 03:10:58,37.670396999999994,-122.10285,37.671965,-122.099042,0.235,Incident on POPLAR AVE near HOUSE 248 Drive with caution.,110.0, Poplar Ave,L,Hayward,Alameda,CA,94541-3805,US,US/Pacific,KHWD,2020-12-29 01:54:00,44.0,44.0,79.0,30.02,10.0,ENE,3.0,0.0,Fair,False,False,True,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
901718,A-901802,MapQuest,201.0,2,2020-01-17 07:06:44,2020-01-17 08:51:41,35.768372,-78.694199,,,0.0,Accident on Gorman St at Avent Ferry Rd.,3200.0,Avent Ferry Rd,R,Raleigh,Wake,NC,27606-2721,US,US/Eastern,KRDU,2020-01-17 06:51:00,37.0,32.0,42.0,30.12,10.0,NE,6.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Day,Day,Day
3699117,A-3705967,Bing,,2,2020-01-29 08:17:00,2020-01-29 09:30:08,38.087329,-122.554165,38.087329,-122.554165,0.0,At CA-37/Novato Blvd - Accident.,,Redwood Hwy,R,Novato,Marin,CA,94947,US,US/Pacific,KDVO,2020-01-29 08:15:00,45.0,45.0,100.0,30.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
710251,A-710315,MapQuest,201.0,2,2020-07-31 07:41:15,2020-07-31 08:41:07,40.691601,-73.574341,,,0.18999999761599998,Entry ramp to Meadowbrook Pkwy Northbound from Southern Pkwy Westbound shoulder blocked due to accident.,,Meadowbrook Pkwy N,R,Merrick,Nassau,NY,11566,US,US/Eastern,KFRG,2020-07-31 07:53:00,73.0,73.0,84.0,29.74,4.0,E,3.0,0.06,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3040371,A-3041763,Bing,,2,2020-12-23 21:39:33,2020-12-24 01:02:52,33.672591,-80.898953,33.672461,-80.896773,0.126,Incident on CAW CAW HWY near I-26 Expect delays.,349.0, Caw Caw Hwy,L,Saint Matthews,Calhoun,SC,29135-7805,US,US/Eastern,KOGB,2020-12-23 21:53:00,56.0,56.0,84.0,29.96,10.0,CALM,0.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1558807,A-1558914,MapQuest,201.0,2,2019-01-31 07:56:50,2019-01-31 08:26:23,40.04084,-76.29345699999999,,,0.0,Accident on PA-462 Orange St at Marshall St.,100.0,N Marshall St,L,Lancaster,Lancaster,PA,17602-3054,US,US/Eastern,KLNS,2019-01-31 07:53:00,-2.9,-11.2,72.0,30.45,10.0,West,3.5,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1440715,A-1440820,MapQuest,201.0,2,2019-05-01 08:22:44,2019-05-01 09:07:15,29.869184000000004,-95.412628,,,0.0,Accident on Little York Rd at Shepherd Dr.,,W Little York Rd,R,Houston,Harris,TX,77088,US,US/Central,KIAH,2019-05-01 07:53:00,76.0,76.0,87.0,29.84,10.0,SSE,13.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1062741,A-1062838,MapQuest,201.0,2,2019-10-16 08:24:08,2019-10-16 09:26:00,39.972038,-104.827232,,,0.0,Right hand shoulder blocked due to accident on US-85 Northbound at Bromley Ln. No recent updates.,,US Highway 85,R,Brighton,Adams,CO,80601,US,US/Mountain,KDEN,2019-10-16 08:53:00,48.0,44.0,42.0,24.7,10.0,SSW,8.0,0.0,Mostly Cloudy,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
3027181,A-3028379,Bing,,2,2020-10-05 20:25:30,2020-10-06 00:12:30,40.296467,-79.372175,40.302717,-79.368505,0.473,Stationary traffic on PA-982 from US-30/Lincoln Hwy (PA-982) to Lincoln Ave (Hillview Ave/PA-982) due to accident.,4621.0, State Route 982,L,Latrobe,Westmoreland,PA,15650-4213,US,US/Eastern,KLBE,2020-10-05 20:47:00,46.0,46.0,87.0,28.95,20.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
1449923,A-1450028,MapQuest,201.0,2,2019-04-03 08:04:29,2019-04-03 09:19:20,30.588909,-88.207642,,,0.0,Accident on CR-32 Three Notch Rd at Sollie Rd.,,Sollie Rd,R,Mobile,Mobile,AL,36619,US,US/Central,KMOB,2019-04-03 07:56:00,53.0,53.0,61.0,30.05,10.0,ENE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
546639,A-546660,MapQuest,201.0,2,2020-12-02 04:31:25,2020-12-02 05:01:10,43.178646,-77.683136,,,0.0,Accident on NY-390 Northbound at Exit 22 Lexington Ave.,1883.0,Lexington Ave,L,Rochester,Monroe,NY,14606,US,US/Eastern,KROC,2020-12-02 04:54:00,30.0,20.0,88.0,29.13,2.0,W,13.0,0.0,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
844858,A-844937,MapQuest,201.0,2,2020-03-25 14:17:52,2020-03-25 15:17:13,34.027473,-81.10296600000001,,,0.0,Accident on I-26 Eastbound at Exits 108A 108B 108B-A I-126 Exit 107.,,I-26 E,R,Columbia,Richland,SC,29210,US,US/Eastern,KCAE,2020-03-25 14:28:00,67.0,67.0,68.0,29.61,10.0,NW,9.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1610239,A-1610347,MapQuest,203.0,3,2019-02-26 08:34:51,2019-02-26 09:04:20,42.340267,-71.262199,,,0.0,Multi-vehicle accident on 128 Southbound before I-90.,,I-95 S,R,Weston,Middlesex,MA,02493,US,US/Eastern,KBED,2019-02-26 08:56:00,24.1,8.7,32.0,30.23,10.0,WNW,23.0,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3599114,A-3605937,Bing,,2,2020-03-28 20:59:18,2020-03-28 22:29:18,28.55225,-81.45737,28.55225,-81.45737,0.0,At SR-435/Governors Ave/N Kirkman Rd - Accident.,5600.0, W Colonial Dr,L,Orlando,Orange,FL,32808-7614,US,US/Eastern,KORL,2020-03-28 20:53:00,78.0,78.0,66.0,29.93,10.0,ESE,14.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
1469127,A-1469232,MapQuest,201.0,2,2019-04-12 07:29:28,2019-04-12 10:29:44,40.718548,-112.06318700000001,,,0.0,Accident on UT-201 2400 S Eastbound after 7200 W.,,S 7200 W,R,West Valley City,Salt Lake,UT,84128,US,US/Mountain,KU42,2019-04-12 07:38:00,35.0,29.0,96.0,25.57,2.0,SE,7.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
823559,A-823638,MapQuest,201.0,2,2020-03-09 19:43:15,2020-03-09 20:46:29,34.766391999999996,-82.27776300000001,,,0.0,Accident on I-385 Northbound at Exit 31 I-185 Exit 31A.,,Golden Strip Fwy S,R,Simpsonville,Greenville,SC,29681,US,US/Eastern,KGYH,2020-03-09 19:47:00,61.0,61.0,55.0,29.37,10.0,SSW,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
1064234,A-1064331,MapQuest,201.0,3,2019-10-17 08:48:26,2019-10-17 10:18:17,27.792294000000002,-82.660721,,,0.0,Accident on I-275 Northbound at Exit 24 22nd Ave.,,I-275 S,R,Saint Petersburg,Pinellas,FL,33713,US,US/Eastern,KSPG,2019-10-17 08:53:00,76.0,76.0,79.0,29.92,10.0,NE,10.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3145928,A-3148795,Bing,,2,2020-10-30 18:46:00,2020-10-30 22:09:21,35.281383,-119.026821,35.280192,-119.026517,0.084,Incident on CA-99 SB near HOSKING RD Drive with caution.,,Hosking Ave,R,Bakersfield,Kern,CA,93307,US,US/Pacific,KBFL,2020-10-30 18:54:00,71.0,71.0,29.0,29.48,9.0,N,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Day,Day
1326618,A-1326721,MapQuest,201.0,2,2019-08-14 06:16:42,2019-08-14 07:15:30,45.181931,-93.315414,,,2.57999992371,Right lane closed and right hand shoulder blocked due to accident on US-10 Eastbound between CR-14 Main St and CR-11 Hanson Blvd.,,Hanson Blvd NW,R,Minneapolis,Anoka,MN,55433,US,US/Central,KANE,2019-08-14 06:15:00,61.0,61.0,100.0,29.06,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
4202729,A-4209595,Bing,,2,2019-08-27 09:58:00,2019-08-27 10:49:30,34.067656,-117.58434399999999,34.067656,-117.58434399999999,0.0,At Archibald Ave/Exit 55A/Exit 55B - Accident.,,I-10 E,R,Ontario,San Bernardino,CA,91761,US,US/Pacific,KONT,2019-08-27 09:53:00,80.0,80.0,48.0,28.86,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1142498,A-1142601,MapQuest,201.0,2,2019-11-22 04:04:45,2019-11-22 05:04:30,33.581309999999995,-80.815842,,,0.0,Accident on Waterspring Rd at US-601 Saint Matthews Rd.,4299.0,Saint Matthews Rd,L,Orangeburg,Orangeburg,SC,29118-8807,US,US/Eastern,KOGB,2019-11-22 03:53:00,42.0,42.0,89.0,29.93,9.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
3024026,A-3025186,Bing,,2,2020-11-10 02:24:00,2020-11-10 04:03:18,34.278375,-119.30413300000001,34.27659,-119.289922,0.821,SB AT 33. 1 VEH TC - GRY JEEP WRG VS CD // VEH SMOKING NEG FLAMES SEEN,,CA-1 S,R,Ventura,Ventura,CA,93001,US,US/Pacific,KOXR,2020-11-10 02:51:00,46.0,41.0,50.0,30.1,10.0,NE,12.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3663930,A-3670772,Bing,,4,2020-03-01 06:18:44,2020-03-01 06:45:26,27.585009999999997,-82.54595,27.585309999999996,-82.53513000000001,0.6629999999999999,Closed at US-41/Exit 2 - Road closed due to accident.,,I-275 S,R,Palmetto,Manatee,FL,34221,US,US/Eastern,KSRQ,2020-03-01 05:53:00,45.0,45.0,90.0,30.25,10.0,CALM,0.0,0.0,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Day,Day
3555400,A-3562203,Bing,,2,2020-06-18 15:08:00,2020-06-18 16:39:41,34.42631,-117.57473,34.42631,-117.57473,0.0,At Sheep Creek Rd - Accident.,9773.0, Clovis Rd,R,Phelan,San Bernardino,CA,92371-4817,US,US/Pacific,KGXA,2020-06-18 14:58:00,91.0,91.0,9.0,26.74,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3630116,A-3636948,Bing,,2,2020-04-13 10:06:52,2020-04-13 10:21:52,38.57713,-77.32564,38.57713,-77.32564,0.0,At VA-234/Exit 152 - Accident.,,I-95 N,R,Dumfries,Prince William,VA,22026,US,US/Eastern,KNYG,2020-04-13 09:56:00,64.0,64.0,90.0,29.5,9.0,S,18.0,0.01,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
4197560,A-4204426,Bing,,2,2019-06-25 18:22:52,2019-06-25 18:51:46,35.560428,-82.59245200000001,35.55845,-82.59508000000001,0.201,At NC-191/Exit 47 - Accident. Right lane blocked.,,I-40 W,R,Asheville,Buncombe,NC,28803,US,US/Eastern,KAVL,2019-06-25 17:54:00,79.0,79.0,48.0,27.82,10.0,NNW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3420962,A-3427582,Bing,,2,2020-11-08 12:59:00,2020-11-08 14:38:07,34.755517,-117.163428,34.807916999999996,-117.098968,5.147,Incident on I-15 NB near HOUSE 6400 Drive with caution.,,Barstow Fwy N,R,Barstow,San Bernardino,CA,92311,US,US/Pacific,KDAG,,,,,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3251156,A-3255525,Bing,,2,2020-12-28 23:06:00,2020-12-29 00:22:53,34.159524,-118.465079,34.159684999999996,-118.466248,0.068,VEH OFF FWY ON SEP AT VALLEY HEART BLK MITS SUV COP BUT NOT REQUESTING 1141,,US-101 N,R,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2020-12-28 22:51:00,44.0,42.0,89.0,29.09,9.0,WNW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
3756466,A-3763327,Bing,,2,2019-12-04 14:38:00,2019-12-04 16:14:26,34.070894,-117.515607,34.070894,-117.515607,0.0,At I-10/San Bernardino Fwy/Commerce Dr - Accident.,,Valley Blvd,R,Fontana,San Bernardino,CA,92335,US,US/Pacific,KONT,2019-12-04 14:53:00,57.0,57.0,89.0,28.89,6.0,W,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
1350784,A-1350887,MapQuest,201.0,2,2019-06-12 18:07:38,2019-06-12 19:25:19,35.03141,-82.125061,,,0.0,Accident on New Cut Rd at Ballenger Rd.,1401.0,Ballenger Rd,L,Wellford,Spartanburg,SC,29385-9352,US,US/Eastern,KGSP,2019-06-12 17:53:00,67.0,67.0,70.0,28.96,10.0,E,12.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3671736,A-3678586,Bing,,4,2020-01-09 11:25:40,2020-01-09 11:55:00,42.32535,-88.18370999999999,42.325179999999996,-88.17929000000001,0.226,Closed at US-12/IL-59 - Road closed due to accident.,401.0, Sullivan Lake Blvd,R,Lakemoor,Lake,IL,60051-6625,US,US/Central,KUGN,2020-01-09 10:55:00,39.0,31.0,62.0,29.2,6.0,S,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1395452,A-1395555,MapQuest,201.0,2,2019-05-08 10:40:00,2019-05-08 11:39:37,34.165005,-118.474892,,,0.0,Accident on US-101 Southbound at Exit 19B Haskell Ave.,,US-101 S,R,Encino,Los Angeles,CA,91436,US,US/Pacific,KVNY,2019-05-08 10:51:00,62.0,62.0,67.0,29.13,10.0,S,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
725629,A-725705,MapQuest,201.0,2,2020-08-13 09:00:26,2020-08-13 11:15:07,39.962509000000004,-86.247299,,,0.0,Restrictions due to accident on US-421 Michigan Rd both ways at County Road 550.,11601.0,Greenfield Rd,R,Zionsville,Boone,IN,46077,US,US/Eastern,KTYQ,2020-08-13 08:55:00,68.0,68.0,88.0,29.13,10.0,CALM,0.0,0.0,Fair,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3615888,A-3622716,Bing,,2,2020-04-06 17:13:30,2020-04-06 17:45:24,38.199059999999996,-122.16071000000001,38.199059999999996,-122.16071000000001,0.0,At Red Top Rd - Accident.,,I-80 W,R,American Canyon,Solano,CA,94503,US,US/Pacific,KAPC,2020-04-06 17:13:00,48.0,45.0,86.0,29.89,5.0,VAR,7.0,0.01,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3717131,A-3723981,Bing,,2,2020-02-12 08:47:00,2020-02-12 09:38:39,33.759833,-117.83117,33.759833,-117.83117,0.0,At Seventeenth St - Accident.,,17th St,R,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2020-02-12 08:53:00,60.0,60.0,42.0,30.05,10.0,NNE,3.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
779924,A-780003,MapQuest,201.0,2,2020-05-20 06:24:55,2020-05-20 07:09:37,32.744339000000004,-96.670967,,,0.0,Accident on Oak Hill Cir at Foxwood Ln.,1860.0,Oak Hill Cir,R,Dallas,Dallas,TX,75217-2051,US,US/Central,KHQZ,2020-05-20 06:15:00,70.0,70.0,77.0,29.37,10.0,ENE,5.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
696145,A-696176,MapQuest,201.0,3,2020-07-20 08:30:49,2020-07-20 09:00:39,35.850097999999996,-78.79834699999999,,,0.0,Accident on I-40 Eastbound at Exit 285 Aviation Pkwy.,,I-40 E,R,Morrisville,Wake,NC,27560,US,US/Eastern,KRDU,2020-07-20 08:51:00,82.0,82.0,76.0,29.6,10.0,SW,8.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
737883,A-737960,MapQuest,201.0,3,2020-08-22 17:09:17,2020-08-22 17:54:12,30.005533000000003,-90.292343,,,0.0,Left lane blocked due to accident on I-10 Westbound at Exit 220 I-310 Exits 1 1A.,,I-10 E,R,Saint Rose,St. Charles,LA,70087,US,US/Central,KMSY,2020-08-22 16:53:00,92.0,92.0,38.0,29.89,10.0,NE,6.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
666291,A-666319,MapQuest,201.0,2,2020-10-28 08:58:34,2020-10-28 09:27:47,33.66856,-112.08339699999999,,,0.0,Left lane blocked and HOV lane blocked due to accident on AZ-101-LOOP Eastbound at 7th Ave.,,AZ-101 Loop E,R,Phoenix,Maricopa,AZ,85027,US,US/Mountain,KDVT,2020-10-28 08:53:00,49.0,49.0,41.0,28.49,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
3886292,A-3893156,Bing,,2,2019-03-19 16:01:57,2019-03-19 20:01:57,42.9781,-124.42368,42.975808,-124.424848,0.16899999999999998,At County Road 154/Airport Rd - Accident.,45748.0, Highway 101,L,Bandon,Coos,OR,97411-8256,US,US/Pacific,KOTH,2019-03-19 15:56:00,55.0,,80.0,29.88,10.0,NNW,4.6,,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
1339200,A-1339303,MapQuest,201.0,2,2019-06-05 16:07:50,2019-06-05 17:38:38,38.261658000000004,-121.297859,,,0.0,Accident on CA-99 Northbound at Exit 275A Simmerhorn Rd.,,CA-99 N,R,Galt,Sacramento,CA,95632,US,US/Pacific,KSAC,2019-06-05 15:53:00,95.0,95.0,33.0,29.77,10.0,WSW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
